ErrorCode,ErrorColumn,ErrorMessage,SFAccountID,SalesOrderNo
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0026171
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0026160
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0026135
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0026120
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0026122
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0026111
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0026095
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0026098
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0026074
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0026077
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0026078
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0026058
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0026050
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0026006
1,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ShipVia (ERP): bad value for restricted picklist field: OTHER (USED METHOD NO LONGER AVAIL):ShipVia__c --,0014x00000L5eb6AAB,0026014
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025988
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0026040
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025966
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025945
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025947
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025950
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025926
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025901
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025870
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025854
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025842
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025801
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025803
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025804
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025805
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025806
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025807
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025809
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025664
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025783
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025786
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025789
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025790
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025791
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025792
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025802
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025766
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025774
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025738
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025694
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025703
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025717
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025718
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024603
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025658
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025647
1,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ShipVia (ERP): bad value for restricted picklist field: OTHER (USED METHOD NO LONGER AVAIL):ShipVia__c --,0014x00000L5eb6AAB,0025624
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025600
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025639
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025592
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025596
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025597
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025557
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025534
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025539
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025517
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025470
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025482
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025481
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025478
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025447
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025426
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025427
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025414
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025415
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025378
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025398
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025399
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025400
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025365
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025366
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025352
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025355
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025356
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025376
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025338
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025319
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025298
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025310
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025254
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025262
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025269
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025270
1,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ShipVia (ERP): bad value for restricted picklist field: OTHER (USED METHOD NO LONGER AVAIL):ShipVia__c --,0014x00000L5g2vAAB,0025341
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025216
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025224
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025225
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025166
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025168
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025169
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025170
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025178
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025137
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025113
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025119
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025120
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025127
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025097
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025099
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025090
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025081
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025086
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025087
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025039
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025032
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025059
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025060
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025061
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025062
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025025
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025026
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025005
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025006
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0025007
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024992
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024994
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024970
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024971
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024942
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024957
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024913
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024914
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024892
1,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ShipVia (ERP): bad value for restricted picklist field: OTHER (USED METHOD NO LONGER AVAIL):ShipVia__c --,0014x00000L5eb6AAB,0024894
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024896
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024884
1,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ShipVia (ERP): bad value for restricted picklist field: OTHER (USED METHOD NO LONGER AVAIL):ShipVia__c --,0014x00000L5eb6AAB,0024882
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024857
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024859
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024860
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024861
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024862
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024755
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024756
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024757
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024758
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024759
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024760
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024761
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024763
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024806
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024696
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024697
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024699
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024701
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024703
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024704
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024705
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024706
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024715
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024716
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024725
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024708
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024709
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024710
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024641
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024643
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024644
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024645
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024634
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024635
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024636
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024633
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024601
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024602
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024616
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024564
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024547
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024553
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024554
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024558
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024560
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024543
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024508
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024510
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024511
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024512
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024513
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024514
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024492
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024493
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024458
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024463
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024486
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024515
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024408
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024410
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024411
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024412
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024357
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024359
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024373
1,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ShipVia (ERP): bad value for restricted picklist field: OTHER (USED METHOD NO LONGER AVAIL):ShipVia__c --,0014x00000L5eb6AAB,0024391
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024347
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024321
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0023858
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024310
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024298
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024290
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024291
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024266
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024267
1,,REQUIRED_FIELD_MISSING:Account Name:You must enter a value:--,,0024268
